"State","Month","Year","Dayweek","Time","Crash_Type","Bus_Involvement","Heavy_Rigid_Truck_Involvement","Articulated_Truck_Involvement","Speed_Limit","Road_User","Gender","Age","National_Remoteness_Areas_2021","SA4_Name_2021","National_LGA_Name_2021","National_Road_Type","Christmas_Period","Easter_Period","Crash_ID"
"VIC","12","2018","Sunday","04:30:00","Multiple","No","No","Yes","100","Driver","Male","20","Outer Regional Australia","Warrnambool and South West","Glenelg","National or State Highway","No","No","8028352693998246574"
"VIC","5","2023","Tuesday","16:30:00","Multiple","No","No","No","100","Driver","Female","59","Inner Regional Australia","Latrobe - Gippsland","Latrobe (Vic.)","Sub-arterial Road","No","No","7202789952307283072"
"NSW","2","2026","Monday","09:45:00","Multiple","No","No","No","70","Driver","Male","91","Inner Regional Australia","Central West","Lithgow","National or State Highway","No","No","3372595820813741817"
"NSW","8","2023","Saturday","08:04:00","Multiple","No","Yes","No","40","Pedestrian","Female","66","Inner Regional Australia","Central West","Bathurst Regional","Sub-arterial Road","No","No","2306853149058502535"
"NSW","9","2017","Saturday","01:28:00","Single","No","No","No","70","Passenger","Male","20","Major Cities of Australia","Newcastle and Lake Macquarie","Lake Macquarie","Local Road","No","No","120171150349"
"NT","7","2016","Thursday","21:30:00","Single","No","No","No","100","Driver","Male","25","Very Remote Australia","Northern Territory - Outback","Central Desert","Arterial Road","No","No","72016149590"
"NSW","10","2018","Friday","10:55:00","Single","No","No","No","100","Passenger","Female","13","Inner Regional Australia","Central West","Bathurst Regional","Sub-arterial Road","No","No","120181183785"
"WA","7","2014","Friday","05:00:00","Single","No","No","No","110","Passenger","Female","60","Very Remote Australia","Western Australia - Outback (South)","Mount Magnet","National or State Highway","No","No","5201407110083"
"WA","10","2023","Sunday","20:43:00","Single","No","No","No","60","Pedestrian","Male","84","Major Cities of Australia","Perth - North East","Swan","Local Road","No","No","5082870060923249340"
"VIC","12","2017","Saturday","13:00:00","Single","No","No","No","100","Driver","Male","23","Outer Regional Australia","Bendigo","Loddon","Local Road","Yes","No","7421560744382442806"
"NSW","1","2019","Tuesday","13:50:00","Multiple","No","Yes","No","80","Driver","Male","45","Outer Regional Australia","Capital Region","Bega Valley","Arterial Road","No","No","120191190739"
"NSW","3","2026","Monday","14:20:00","Single","No","No","No","100","Driver","Female","54","Outer Regional Australia","Riverina","Temora","Arterial Road","No","No","4315257335734692877"
"TAS","9","2016","Monday","20:09:00","Single","No","No","No","100","Driver","Male","36","Outer Regional Australia","West and North West","Devonport","Collector Road","No","No","6201609260025"
"QLD","3","2025","Sunday","19:00:00","Multiple","No","No","No","50","Motorcycle rider","Male","18","Major Cities of Australia","Brisbane Inner City","Brisbane","Collector Road","No","No","9006212859898006344"
"QLD","10","2022","Sunday","03:00:00","Single","No","No","No","60","Pedestrian","Male","34","Outer Regional Australia","Townsville","Townsville","Local Road","No","No","1258000844368316844"
"VIC","6","2024","Sunday","16:50:00","Multiple","No","No","No","60","Passenger","Female","81","Major Cities of Australia","Melbourne - North East","Darebin","Sub-arterial Road","No","No","7744898796654651340"
"NSW","5","2025","Thursday","06:00:00","Single","No","No","No","100","Driver","Male","78","Inner Regional Australia","Coffs Harbour - Grafton","Coffs Harbour","Arterial Road","No","No","1604585422623882122"
"NSW","5","2019","Tuesday","12:15:00","Single","No","No","No","100","Driver","Male","66","Outer Regional Australia","Riverina","Snowy Valleys","National or State Highway","No","No","120191202515"
"SA","12","2017","Monday","06:45:00","Multiple","No","No","No","60","Motorcycle rider","Male","21","Inner Regional Australia","Adelaide - South","Onkaparinga","Sub-arterial Road","No","No","520171700144143"
"WA","1","2026","Monday","21:00:00","Single","No","No","No","110","Passenger","Female","39","Inner Regional Australia","Western Australia - Wheat Belt","Northam","National or State Highway","No","No","2928982977428417346"
"QLD","10","2017","Sunday","10:00:00","Single","No","No","No","40","Pedestrian","Male","78","Major Cities of Australia","Gold Coast","Gold Coast","Local Road","No","No","320171895029"
"QLD","6","2024","Sunday","09:00:00","Single","No","No","No","100","Driver","Male","72","Inner Regional Australia","Darling Downs - Maranoa","Toowoomba","Local Road","No","No","2865237373835099579"
"NT","9","2018","Sunday","07:00:00","Single","No","No","No","130","Passenger","Male","16","Very Remote Australia","Northern Territory - Outback","Barkly","National or State Highway","No","No","72018154749"
"NSW","8","2022","Tuesday","15:00:00","Single","No","No","No","100","Motorcycle rider","Male","62","Very Remote Australia","Far West and Orana","Central Darling","Arterial Road","No","No","120221297938"
"NSW","6","2019","Friday","16:50:00","Multiple","No","No","No","100","Driver","Male","90","Outer Regional Australia","Capital Region","Upper Lachlan Shire","Arterial Road","No","No","120191202853"
"NSW","4","2017","Monday","13:30:00","Single","No","No","No","60","Driver","Female","43","Major Cities of Australia","Richmond - Tweed","Tweed","Arterial Road","No","No","120171131765"
"QLD","2","2018","Monday","18:00:00","Multiple","No","No","No","60","Motorcycle rider","Male","21","Major Cities of Australia","Ipswich","Ipswich","Sub-arterial Road","No","No","320180324097"
"QLD","2","2026","Tuesday","22:00:00","Multiple","No","Yes","No","100","Driver","Male","26","Major Cities of Australia","Moreton Bay - North","Moreton Bay","National or State Highway","No","No","6626627036806136479"
"VIC","6","2021","Friday","17:45:00","Single","No","No","No","50","Pedestrian","Female","75","Inner Regional Australia","Warrnambool and South West","Warrnambool","Arterial Road","No","No","7060656984440340889"
"NSW","11","2019","Friday","15:10:00","Multiple","No","No","No","100","Passenger","Male","74","Outer Regional Australia","Capital Region","Snowy Monaro Regional","National or State Highway","No","No","120191216867"
"VIC","10","2021","Sunday","06:17:00","Single","No","No","Yes","60","Driver","Male","67","Inner Regional Australia","Melbourne - North West","Macedon Ranges","National or State Highway","No","No","2735574849205839285"
"VIC","10","2021","Thursday","15:53:00","Multiple","No","No","No","60","Motorcycle pillion passenger","Female","24","Major Cities of Australia","Melbourne - North West","Moonee Valley","Local Road","No","No","1189304537663168135"
"NSW","1","2026","Wednesday","19:23:00","Multiple","Yes","No","No","70","Driver","Male","26","Major Cities of Australia","Central Coast","Central Coast (NSW)","Arterial Road","No","No","8425299706211881633"
"VIC","7","2024","Sunday","10:24:00","Single","No","Yes","No","80","Pedestrian","Male","53","Inner Regional Australia","Latrobe - Gippsland","Baw Baw","Local Road","No","No","7072385162893916049"
"QLD","8","2024","Friday","05:00:00","Single","No","No","No","100","Driver","Male","50","Outer Regional Australia","Central Queensland","Livingstone","National or State Highway","No","No","3634455772299320960"
"WA","12","2024","Sunday","17:00:00","Single","No","No","No","80","Passenger","Male","31","Remote Australia","Western Australia - Wheat Belt","Yilgarn","Local Road","No","No","2689258629481826323"
"WA","11","2016","Sunday","17:45:00","Single","No","No","No","90","Driver","Female","26","Outer Regional Australia","Western Australia - Wheat Belt","West Arthur","Local Road","No","No","5201611130143"
"WA","11","2018","Wednesday","06:00:00","Single","No","No","No","110","Driver","Female","19","Remote Australia","Western Australia - Outback (South)","Greater Geraldton","Local Road","No","No","4201813821"
"NSW","10","2016","Sunday","17:20:00","Single","No","No","No","50","Driver","Male","59","Major Cities of Australia","Newcastle and Lake Macquarie","Lake Macquarie","Local Road","No","No","120161114740"
"NSW","10","2025","Thursday","15:40:00","Single","No","No","No","40","Pedestrian","Female","5","Major Cities of Australia","Sydney - Baulkham Hills and Hawkesbury","The Hills Shire","Local Road","No","No","8607867659505236959"
"QLD","3","2023","Friday","05:00:00","Single","No","No","No","100","Pedestrian","Male","23","Outer Regional Australia","Cairns","Tablelands","National or State Highway","No","No","5395173641589019707"
"SA","2","2019","Thursday","02:00:00","Single","No","No","No","40","Motorcycle rider","Male","46","Major Cities of Australia","Adelaide - Central and Hills","Prospect","Collector Road","No","No","520191900043974"
"QLD","12","2023","Friday","06:00:00","Multiple","No","No","Yes","100","Motorcycle rider","Male","43","Inner Regional Australia","Ipswich","Lockyer Valley","National or State Highway","No","No","8359586615089023918"
"QLD","7","2022","Saturday","08:00:00","Single","No","No","No","100","Driver","Male","71","Outer Regional Australia","Wide Bay","South Burnett","National or State Highway","No","No","2306841123274051979"
"NSW","10","2024","Sunday","08:30:00","Single","No","No","No","110","Passenger","Male","14","Very Remote Australia","Far West and Orana","Cobar","National or State Highway","No","No","7261724660509654173"
"WA","12","2024","Thursday","11:30:00","Single","No","No","No","90","Driver","Male","63","Inner Regional Australia","Bunbury","Collie","Local Road","Yes","No","3758583647404344226"
"QLD","5","2019","Friday","10:00:00","Multiple","No","No","No","100","Driver","Female","69","Inner Regional Australia","Logan - Beaudesert","Scenic Rim","Sub-arterial Road","No","No","320190862430"
"WA","3","2021","Tuesday","12:30:00","Single","No","No","No","110","Driver","Female","73","Remote Australia","Western Australia - Wheat Belt","Kent","Arterial Road","No","No","4202114580"
"VIC","9","2020","Sunday","08:00:00","Single","No","No","No","100","Driver","Male","20","Outer Regional Australia","North West","Buloke","National or State Highway","No","No","2955663773510671778"
"NSW","6","2025","Tuesday","14:15:00","Multiple","No","No","No","60","Motorcycle rider","Male","71","Inner Regional Australia","Mid North Coast","Nambucca Valley","Local Road","No","No","1763622974281811271"
"NSW","3","2015","Tuesday","23:50:00","Single","No","No","No","100","Passenger","Female","29","Inner Regional Australia","Richmond - Tweed","Byron","Local Road","No","No","120151061062"
"WA","9","2014","Sunday","02:39:00","Single","No","No","No","70","Pedestrian","Male","25","Major Cities of Australia","Perth - North West","Stirling","National or State Highway","No","No","5201409280121"
"NSW","10","2023","Monday","06:40:00","Multiple","No","No","No","100","Driver","Female","65","Inner Regional Australia","Capital Region","Upper Lachlan Shire","Arterial Road","No","No","5967782502273593746"
"NSW","1","2022","Tuesday","09:20:00","Multiple","No","No","No","60","Driver","Female","80","Major Cities of Australia","Sydney - North Sydney and Hornsby","Ku-ring-gai","Collector Road","No","No","120221281406"
"WA","1","2021","Thursday","09:58:00","Multiple","No","No","No","90","Passenger","Female","61","Inner Regional Australia","Perth - South East","Serpentine-Jarrahdale","Local Road","No","No","4202114491"
"NSW","7","2017","Tuesday","13:10:00","Multiple","No","No","No","60","Motorcycle rider","Male","21","Major Cities of Australia","Sydney - North Sydney and Hornsby","Ku-ring-gai","Arterial Road","No","No","120171142118"
"NSW","4","2017","Saturday","09:20:00","Single","No","No","No","80","Motorcycle rider","Male","44","Outer Regional Australia","Hunter Valley exc Newcastle","Singleton","Arterial Road","No","No","120171131759"
"NSW","1","2022","Saturday","10:45:00","Multiple","No","No","No","80","Driver","Female","26","Inner Regional Australia","Southern Highlands and Shoalhaven","Shoalhaven","Sub-arterial Road","Yes","No","120221279155"
"SA","7","2020","Sunday","10:17:00","Single","No","No","No","80","Driver","Male","88","Inner Regional Australia","Adelaide - Central and Hills","Mount Barker","Arterial Road","No","No","520202000168129"
"VIC","7","2020","Tuesday","18:04:00","Multiple","No","No","No","100","Pedestrian","Male","31","Inner Regional Australia","Bendigo","Greater Bendigo","Local Road","No","No","789214070271384503"
"NSW","10","2016","Tuesday","15:20:00","Multiple","No","Yes","No","100","Driver","Female","35","Inner Regional Australia","Richmond - Tweed","Ballina","National or State Highway","No","No","120161116638"
"VIC","8","2025","Thursday","19:56:00","Single","No","No","No","60","Pedestrian","Male","75","Outer Regional Australia","North West","Mildura","National or State Highway","No","No","6327334100092925286"
"WA","4","2025","Friday","23:50:00","Single","No","No","No","110","Passenger","Female","28","Inner Regional Australia","Western Australia - Wheat Belt","York","Arterial Road","No","No","608748429820923672"
"WA","9","2014","Sunday","03:57:00","Single","No","No","No","60","Motorcycle rider","Male","22","Major Cities of Australia","Perth - North West","Joondalup","Arterial Road","No","No","5201409140112"
"NSW","11","2017","Friday","04:06:00","Single","No","No","No","100","Passenger","Male","35","Outer Regional Australia","New England and North West","Narrabri","National or State Highway","No","No","120171155455"
"TAS","2","2020","Wednesday","05:30:00","Multiple","No","No","No","110","Passenger","Male","63","Inner Regional Australia","Launceston and North East","Meander Valley","National or State Highway","No","No","620202231"
"QLD","1","2026","Saturday","13:00:00","Multiple","No","No","No","60","Motorcycle rider","Male","35","Major Cities of Australia","Ipswich","Ipswich","Local Road","No","No","4695365334605658370"
"NSW","4","2024","Monday","04:25:00","Multiple","No","No","Yes","110","Driver","Male","27","Major Cities of Australia","Sydney - North Sydney and Hornsby","Hornsby","National or State Highway","No","No","7760968358022195026"
"NSW","5","2024","Friday","18:55:00","Single","No","No","No","60","Motorcycle rider","Male","19","Inner Regional Australia","Sydney - Sutherland","Sutherland Shire","Arterial Road","No","No","6915279642895537861"
